date,series_id,value,series_name
2023-02-01,BDIY,1422.266,Baltic Dry Index
2023-03-01,BDIY,1588.2001,Baltic Dry Index
2023-04-01,BDIY,1650.6423,Baltic Dry Index
2023-05-01,BDIY,1680.962,Baltic Dry Index
2023-06-01,BDIY,1304.9278,Baltic Dry Index
2023-07-01,BDIY,1549.3083,Baltic Dry Index
2023-08-01,BDIY,1704.4167,Baltic Dry Index
2023-09-01,BDIY,1629.9444,Baltic Dry Index
2023-10-01,BDIY,3035.4895,Baltic Dry Index
2023-11-01,BDIY,3019.2054,Baltic Dry Index
2023-12-01,BDIY,3210.0872,Baltic Dry Index
2024-01-01,BDIY,2618.4931,Baltic Dry Index
2024-02-01,BDIY,2589.2864,Baltic Dry Index
2024-03-01,BDIY,2623.7446,Baltic Dry Index
2024-04-01,BDIY,1701.451,Baltic Dry Index
2024-05-01,BDIY,2018.1628,Baltic Dry Index
2024-06-01,BDIY,1986.9222,Baltic Dry Index
2024-07-01,BDIY,1807.8184,Baltic Dry Index
2024-08-01,BDIY,1731.341,Baltic Dry Index
2024-09-01,BDIY,1679.9837,Baltic Dry Index
2024-10-01,BDIY,1814.7624,Baltic Dry Index
2024-11-01,BDIY,1763.1213,Baltic Dry Index
2024-12-01,BDIY,1728.5072,Baltic Dry Index
2018-01-01,WTISPLC,64.6156,WTI Crude Oil Spot Price
2018-02-01,WTISPLC,73.0095,WTI Crude Oil Spot Price
2018-03-01,WTISPLC,71.4052,WTI Crude Oil Spot Price
2018-04-01,WTISPLC,69.6036,WTI Crude Oil Spot Price
2018-05-01,WTISPLC,64.2418,WTI Crude Oil Spot Price
2018-06-01,WTISPLC,68.4232,WTI Crude Oil Spot Price
2018-07-01,WTISPLC,65.743,WTI Crude Oil Spot Price
2018-08-01,WTISPLC,62.9524,WTI Crude Oil Spot Price
2018-09-01,WTISPLC,72.9834,WTI Crude Oil Spot Price
2018-10-01,WTISPLC,69.6167,WTI Crude Oil Spot Price
2018-11-01,WTISPLC,62.3278,WTI Crude Oil Spot Price
2018-12-01,WTISPLC,64.8018,WTI Crude Oil Spot Price
2019-01-01,WTISPLC,72.6641,WTI Crude Oil Spot Price
2019-02-01,WTISPLC,69.4362,WTI Crude Oil Spot Price
2019-03-01,WTISPLC,75.3419,WTI Crude Oil Spot Price
2019-04-01,WTISPLC,62.2107,WTI Crude Oil Spot Price
2019-05-01,WTISPLC,66.0762,WTI Crude Oil Spot Price
2019-06-01,WTISPLC,70.1186,WTI Crude Oil Spot Price
2019-07-01,WTISPLC,64.7457,WTI Crude Oil Spot Price
2019-08-01,WTISPLC,59.1108,WTI Crude Oil Spot Price
2019-09-01,WTISPLC,65.1874,WTI Crude Oil Spot Price
2019-10-01,WTISPLC,65.9189,WTI Crude Oil Spot Price
2019-11-01,WTISPLC,53.5832,WTI Crude Oil Spot Price
2019-12-01,WTISPLC,67.8908,WTI Crude Oil Spot Price
2020-01-01,WTISPLC,63.2106,WTI Crude Oil Spot Price
2020-02-01,WTISPLC,73.7398,WTI Crude Oil Spot Price
2020-03-01,WTISPLC,27.3252,WTI Crude Oil Spot Price
2020-04-01,WTISPLC,26.1685,WTI Crude Oil Spot Price
2020-05-01,WTISPLC,33.809,WTI Crude Oil Spot Price
2020-06-01,WTISPLC,30.1347,WTI Crude Oil Spot Price
2020-07-01,WTISPLC,49.2305,WTI Crude Oil Spot Price
2020-08-01,WTISPLC,51.1395,WTI Crude Oil Spot Price
2020-09-01,WTISPLC,51.3374,WTI Crude Oil Spot Price
2020-10-01,WTISPLC,50.8994,WTI Crude Oil Spot Price
2020-11-01,WTISPLC,49.9502,WTI Crude Oil Spot Price
2020-12-01,WTISPLC,53.9691,WTI Crude Oil Spot Price
2021-01-01,WTISPLC,71.8386,WTI Crude Oil Spot Price
2021-02-01,WTISPLC,75.5621,WTI Crude Oil Spot Price
2021-03-01,WTISPLC,72.5656,WTI Crude Oil Spot Price
2021-04-01,WTISPLC,65.8122,WTI Crude Oil Spot Price
2021-05-01,WTISPLC,77.807,WTI Crude Oil Spot Price
2021-06-01,WTISPLC,68.3064,WTI Crude Oil Spot Price
2021-07-01,WTISPLC,61.7227,WTI Crude Oil Spot Price
2021-08-01,WTISPLC,66.888,WTI Crude Oil Spot Price
2021-09-01,WTISPLC,74.2665,WTI Crude Oil Spot Price
2021-10-01,WTISPLC,68.3094,WTI Crude Oil Spot Price
2021-11-01,WTISPLC,71.9174,WTI Crude Oil Spot Price
2021-12-01,WTISPLC,70.2872,WTI Crude Oil Spot Price
2022-01-01,WTISPLC,60.0174,WTI Crude Oil Spot Price
2022-02-01,WTISPLC,127.6805,WTI Crude Oil Spot Price
2022-03-01,WTISPLC,121.0728,WTI Crude Oil Spot Price
2022-04-01,WTISPLC,123.7949,WTI Crude Oil Spot Price
2022-05-01,WTISPLC,125.8191,WTI Crude Oil Spot Price
2022-06-01,WTISPLC,114.3072,WTI Crude Oil Spot Price
2022-07-01,WTISPLC,92.9935,WTI Crude Oil Spot Price
2022-08-01,WTISPLC,93.202,WTI Crude Oil Spot Price
2022-09-01,WTISPLC,94.4238,WTI Crude Oil Spot Price
2022-10-01,WTISPLC,90.4555,WTI Crude Oil Spot Price
2022-11-01,WTISPLC,94.4363,WTI Crude Oil Spot Price
2022-12-01,WTISPLC,90.6869,WTI Crude Oil Spot Price
2023-01-01,WTISPLC,76.871,WTI Crude Oil Spot Price
2023-02-01,WTISPLC,80.4052,WTI Crude Oil Spot Price
2023-03-01,WTISPLC,75.1873,WTI Crude Oil Spot Price
2023-04-01,WTISPLC,83.5654,WTI Crude Oil Spot Price
2023-05-01,WTISPLC,63.5213,WTI Crude Oil Spot Price
2023-06-01,WTISPLC,65.7979,WTI Crude Oil Spot Price
2023-07-01,WTISPLC,67.8571,WTI Crude Oil Spot Price
2023-08-01,WTISPLC,79.6852,WTI Crude Oil Spot Price
2023-09-01,WTISPLC,64.7198,WTI Crude Oil Spot Price
2023-10-01,WTISPLC,81.501,WTI Crude Oil Spot Price
2023-11-01,WTISPLC,84.9275,WTI Crude Oil Spot Price
2023-12-01,WTISPLC,88.2661,WTI Crude Oil Spot Price
2024-01-01,WTISPLC,77.1875,WTI Crude Oil Spot Price
2024-02-01,WTISPLC,82.4577,WTI Crude Oil Spot Price
2024-03-01,WTISPLC,76.0886,WTI Crude Oil Spot Price
2024-04-01,WTISPLC,75.8204,WTI Crude Oil Spot Price
2024-05-01,WTISPLC,80.2244,WTI Crude Oil Spot Price
2024-06-01,WTISPLC,77.9987,WTI Crude Oil Spot Price
2024-07-01,WTISPLC,76.6923,WTI Crude Oil Spot Price
2024-08-01,WTISPLC,72.8264,WTI Crude Oil Spot Price
2024-09-01,WTISPLC,58.8872,WTI Crude Oil Spot Price
2024-10-01,WTISPLC,68.5832,WTI Crude Oil Spot Price
2024-11-01,WTISPLC,76.2054,WTI Crude Oil Spot Price
2024-12-01,WTISPLC,80.0961,WTI Crude Oil Spot Price
2018-01-01,PNGASEUUSDM,7.5363,EU Natural Gas Price
2018-02-01,PNGASEUUSDM,7.2281,EU Natural Gas Price
2018-03-01,PNGASEUUSDM,7.9645,EU Natural Gas Price
2018-04-01,PNGASEUUSDM,8.5748,EU Natural Gas Price
2018-05-01,PNGASEUUSDM,6.4996,EU Natural Gas Price
2018-06-01,PNGASEUUSDM,7.3269,EU Natural Gas Price
2018-07-01,PNGASEUUSDM,7.7459,EU Natural Gas Price
2018-08-01,PNGASEUUSDM,8.4937,EU Natural Gas Price
2018-09-01,PNGASEUUSDM,8.1941,EU Natural Gas Price
2018-10-01,PNGASEUUSDM,8.2695,EU Natural Gas Price
2018-11-01,PNGASEUUSDM,6.9521,EU Natural Gas Price
2018-12-01,PNGASEUUSDM,7.0296,EU Natural Gas Price
2019-01-01,PNGASEUUSDM,8.5267,EU Natural Gas Price
2019-02-01,PNGASEUUSDM,10.0593,EU Natural Gas Price
2019-03-01,PNGASEUUSDM,8.0396,EU Natural Gas Price
2019-04-01,PNGASEUUSDM,10.1218,EU Natural Gas Price
2019-05-01,PNGASEUUSDM,11.0513,EU Natural Gas Price
2019-06-01,PNGASEUUSDM,8.5673,EU Natural Gas Price
2019-07-01,PNGASEUUSDM,7.9412,EU Natural Gas Price
2019-08-01,PNGASEUUSDM,7.5667,EU Natural Gas Price
2019-09-01,PNGASEUUSDM,7.7788,EU Natural Gas Price
2019-10-01,PNGASEUUSDM,10.0976,EU Natural Gas Price
2019-11-01,PNGASEUUSDM,7.5749,EU Natural Gas Price
2019-12-01,PNGASEUUSDM,7.4125,EU Natural Gas Price
2020-01-01,PNGASEUUSDM,9.0531,EU Natural Gas Price
2020-02-01,PNGASEUUSDM,9.5981,EU Natural Gas Price
2020-03-01,PNGASEUUSDM,4.7753,EU Natural Gas Price
2020-04-01,PNGASEUUSDM,4.3824,EU Natural Gas Price
2020-05-01,PNGASEUUSDM,4.5406,EU Natural Gas Price
2020-06-01,PNGASEUUSDM,5.5559,EU Natural Gas Price
2020-07-01,PNGASEUUSDM,6.4978,EU Natural Gas Price
2020-08-01,PNGASEUUSDM,6.4685,EU Natural Gas Price
2020-09-01,PNGASEUUSDM,5.1177,EU Natural Gas Price
2020-10-01,PNGASEUUSDM,5.9329,EU Natural Gas Price
2020-11-01,PNGASEUUSDM,5.7177,EU Natural Gas Price
2020-12-01,PNGASEUUSDM,7.4991,EU Natural Gas Price
2021-01-01,PNGASEUUSDM,9.739,EU Natural Gas Price
2021-02-01,PNGASEUUSDM,9.4577,EU Natural Gas Price
2021-03-01,PNGASEUUSDM,8.7636,EU Natural Gas Price
2021-04-01,PNGASEUUSDM,8.3593,EU Natural Gas Price
2021-05-01,PNGASEUUSDM,9.3667,EU Natural Gas Price
2021-06-01,PNGASEUUSDM,7.4268,EU Natural Gas Price
2021-07-01,PNGASEUUSDM,7.4295,EU Natural Gas Price
2021-08-01,PNGASEUUSDM,9.5784,EU Natural Gas Price
2021-09-01,PNGASEUUSDM,7.6554,EU Natural Gas Price
2021-10-01,PNGASEUUSDM,7.5201,EU Natural Gas Price
2021-11-01,PNGASEUUSDM,8.4812,EU Natural Gas Price
2021-12-01,PNGASEUUSDM,8.4532,EU Natural Gas Price
2022-01-01,PNGASEUUSDM,9.0651,EU Natural Gas Price
2022-02-01,PNGASEUUSDM,25.996,EU Natural Gas Price
2022-03-01,PNGASEUUSDM,28.4834,EU Natural Gas Price
2022-04-01,PNGASEUUSDM,28.522,EU Natural Gas Price
2022-05-01,PNGASEUUSDM,28.4729,EU Natural Gas Price
2022-06-01,PNGASEUUSDM,25.616,EU Natural Gas Price
2022-07-01,PNGASEUUSDM,17.4026,EU Natural Gas Price
2022-08-01,PNGASEUUSDM,16.3636,EU Natural Gas Price
2022-09-01,PNGASEUUSDM,16.2839,EU Natural Gas Price
2022-10-01,PNGASEUUSDM,16.5234,EU Natural Gas Price
2022-11-01,PNGASEUUSDM,17.3737,EU Natural Gas Price
2022-12-01,PNGASEUUSDM,15.8915,EU Natural Gas Price
2023-01-01,PNGASEUUSDM,8.7475,EU Natural Gas Price
2023-02-01,PNGASEUUSDM,9.6483,EU Natural Gas Price
2023-03-01,PNGASEUUSDM,9.5675,EU Natural Gas Price
2023-04-01,PNGASEUUSDM,8.4067,EU Natural Gas Price
2023-05-01,PNGASEUUSDM,9.4546,EU Natural Gas Price
2023-06-01,PNGASEUUSDM,8.7207,EU Natural Gas Price
2023-07-01,PNGASEUUSDM,8.8399,EU Natural Gas Price
2023-08-01,PNGASEUUSDM,10.2357,EU Natural Gas Price
2023-09-01,PNGASEUUSDM,8.0156,EU Natural Gas Price
2023-10-01,PNGASEUUSDM,12.9121,EU Natural Gas Price
2023-11-01,PNGASEUUSDM,13.18,EU Natural Gas Price
2023-12-01,PNGASEUUSDM,13.0942,EU Natural Gas Price
2024-01-01,PNGASEUUSDM,9.1169,EU Natural Gas Price
2024-02-01,PNGASEUUSDM,8.7256,EU Natural Gas Price
2024-03-01,PNGASEUUSDM,10.334,EU Natural Gas Price
2024-04-01,PNGASEUUSDM,9.9941,EU Natural Gas Price
2024-05-01,PNGASEUUSDM,8.788,EU Natural Gas Price
2024-06-01,PNGASEUUSDM,8.9299,EU Natural Gas Price
2024-07-01,PNGASEUUSDM,8.8863,EU Natural Gas Price
2024-08-01,PNGASEUUSDM,8.8124,EU Natural Gas Price
2024-09-01,PNGASEUUSDM,8.7529,EU Natural Gas Price
2024-10-01,PNGASEUUSDM,8.9613,EU Natural Gas Price
2024-11-01,PNGASEUUSDM,8.4071,EU Natural Gas Price
2024-12-01,PNGASEUUSDM,8.4212,EU Natural Gas Price
2018-01-01,PWHEAMTUSDM,229.9186,Global Wheat Price
2018-02-01,PWHEAMTUSDM,235.3811,Global Wheat Price
2018-03-01,PWHEAMTUSDM,245.9497,Global Wheat Price
2018-04-01,PWHEAMTUSDM,231.8059,Global Wheat Price
2018-05-01,PWHEAMTUSDM,217.624,Global Wheat Price
2018-06-01,PWHEAMTUSDM,228.0845,Global Wheat Price
2018-07-01,PWHEAMTUSDM,197.842,Global Wheat Price
2018-08-01,PWHEAMTUSDM,203.418,Global Wheat Price
2018-09-01,PWHEAMTUSDM,202.3314,Global Wheat Price
2018-10-01,PWHEAMTUSDM,191.4251,Global Wheat Price
2018-11-01,PWHEAMTUSDM,214.7333,Global Wheat Price
2018-12-01,PWHEAMTUSDM,223.077,Global Wheat Price
2019-01-01,PWHEAMTUSDM,211.279,Global Wheat Price
2019-02-01,PWHEAMTUSDM,256.228,Global Wheat Price
2019-03-01,PWHEAMTUSDM,248.3513,Global Wheat Price
2019-04-01,PWHEAMTUSDM,256.8983,Global Wheat Price
2019-05-01,PWHEAMTUSDM,233.5853,Global Wheat Price
2019-06-01,PWHEAMTUSDM,223.8333,Global Wheat Price
2019-07-01,PWHEAMTUSDM,229.0988,Global Wheat Price
2019-08-01,PWHEAMTUSDM,225.5599,Global Wheat Price
2019-09-01,PWHEAMTUSDM,225.0738,Global Wheat Price
2019-10-01,PWHEAMTUSDM,226.417,Global Wheat Price
2019-11-01,PWHEAMTUSDM,216.0615,Global Wheat Price
2019-12-01,PWHEAMTUSDM,235.9761,Global Wheat Price
2020-01-01,PWHEAMTUSDM,262.861,Global Wheat Price
2020-02-01,PWHEAMTUSDM,247.5399,Global Wheat Price
2020-03-01,PWHEAMTUSDM,272.8387,Global Wheat Price
2020-04-01,PWHEAMTUSDM,250.4971,Global Wheat Price
2020-05-01,PWHEAMTUSDM,253.7572,Global Wheat Price
2020-06-01,PWHEAMTUSDM,245.0598,Global Wheat Price
2020-07-01,PWHEAMTUSDM,241.43,Global Wheat Price
2020-08-01,PWHEAMTUSDM,247.4899,Global Wheat Price
2020-09-01,PWHEAMTUSDM,250.2171,Global Wheat Price
2020-10-01,PWHEAMTUSDM,224.2443,Global Wheat Price
2020-11-01,PWHEAMTUSDM,231.2376,Global Wheat Price
2020-12-01,PWHEAMTUSDM,256.2998,Global Wheat Price
2021-01-01,PWHEAMTUSDM,245.1995,Global Wheat Price
2021-02-01,PWHEAMTUSDM,246.4246,Global Wheat Price
2021-03-01,PWHEAMTUSDM,239.828,Global Wheat Price
2021-04-01,PWHEAMTUSDM,246.8884,Global Wheat Price
2021-05-01,PWHEAMTUSDM,243.749,Global Wheat Price
2021-06-01,PWHEAMTUSDM,232.3292,Global Wheat Price
2021-07-01,PWHEAMTUSDM,226.7568,Global Wheat Price
2021-08-01,PWHEAMTUSDM,229.4709,Global Wheat Price
2021-09-01,PWHEAMTUSDM,209.2759,Global Wheat Price
2021-10-01,PWHEAMTUSDM,232.1576,Global Wheat Price
2021-11-01,PWHEAMTUSDM,230.1947,Global Wheat Price
2021-12-01,PWHEAMTUSDM,253.4281,Global Wheat Price
2022-01-01,PWHEAMTUSDM,204.3771,Global Wheat Price
2022-02-01,PWHEAMTUSDM,454.6867,Global Wheat Price
2022-03-01,PWHEAMTUSDM,457.2618,Global Wheat Price
2022-04-01,PWHEAMTUSDM,447.9668,Global Wheat Price
2022-05-01,PWHEAMTUSDM,443.9384,Global Wheat Price
2022-06-01,PWHEAMTUSDM,445.092,Global Wheat Price
2022-07-01,PWHEAMTUSDM,333.7458,Global Wheat Price
2022-08-01,PWHEAMTUSDM,320.8985,Global Wheat Price
2022-09-01,PWHEAMTUSDM,332.0375,Global Wheat Price
2022-10-01,PWHEAMTUSDM,342.2764,Global Wheat Price
2022-11-01,PWHEAMTUSDM,348.2708,Global Wheat Price
2022-12-01,PWHEAMTUSDM,354.7469,Global Wheat Price
2023-01-01,PWHEAMTUSDM,246.3427,Global Wheat Price
2023-02-01,PWHEAMTUSDM,239.6954,Global Wheat Price
2023-03-01,PWHEAMTUSDM,279.899,Global Wheat Price
2023-04-01,PWHEAMTUSDM,271.0635,Global Wheat Price
2023-05-01,PWHEAMTUSDM,251.84,Global Wheat Price
2023-06-01,PWHEAMTUSDM,249.2569,Global Wheat Price
2023-07-01,PWHEAMTUSDM,226.067,Global Wheat Price
2023-08-01,PWHEAMTUSDM,230.8966,Global Wheat Price
2023-09-01,PWHEAMTUSDM,228.4266,Global Wheat Price
2023-10-01,PWHEAMTUSDM,259.9922,Global Wheat Price
2023-11-01,PWHEAMTUSDM,283.4963,Global Wheat Price
2023-12-01,PWHEAMTUSDM,281.5258,Global Wheat Price
2024-01-01,PWHEAMTUSDM,257.0255,Global Wheat Price
2024-02-01,PWHEAMTUSDM,276.9864,Global Wheat Price
2024-03-01,PWHEAMTUSDM,264.3707,Global Wheat Price
2024-04-01,PWHEAMTUSDM,276.0262,Global Wheat Price
2024-05-01,PWHEAMTUSDM,268.6238,Global Wheat Price
2024-06-01,PWHEAMTUSDM,252.1753,Global Wheat Price
2024-07-01,PWHEAMTUSDM,225.4331,Global Wheat Price
2024-08-01,PWHEAMTUSDM,239.1554,Global Wheat Price
2024-09-01,PWHEAMTUSDM,228.075,Global Wheat Price
2024-10-01,PWHEAMTUSDM,237.5556,Global Wheat Price
2024-11-01,PWHEAMTUSDM,257.2683,Global Wheat Price
2024-12-01,PWHEAMTUSDM,246.8323,Global Wheat Price
2018-01-01,PSUNOUSDM,783.8209,Sunflower Oil Price
2018-02-01,PSUNOUSDM,937.6048,Sunflower Oil Price
2018-03-01,PSUNOUSDM,887.9065,Sunflower Oil Price
2018-04-01,PSUNOUSDM,864.3623,Sunflower Oil Price
2018-05-01,PSUNOUSDM,843.897,Sunflower Oil Price
2018-06-01,PSUNOUSDM,895.8098,Sunflower Oil Price
2018-07-01,PSUNOUSDM,829.39,Sunflower Oil Price
2018-08-01,PSUNOUSDM,779.4434,Sunflower Oil Price
2018-09-01,PSUNOUSDM,838.1083,Sunflower Oil Price
2018-10-01,PSUNOUSDM,742.549,Sunflower Oil Price
2018-11-01,PSUNOUSDM,852.7472,Sunflower Oil Price
2018-12-01,PSUNOUSDM,770.7227,Sunflower Oil Price
2019-01-01,PSUNOUSDM,836.2781,Sunflower Oil Price
2019-02-01,PSUNOUSDM,873.2518,Sunflower Oil Price
2019-03-01,PSUNOUSDM,882.6278,Sunflower Oil Price
2019-04-01,PSUNOUSDM,771.8789,Sunflower Oil Price
2019-05-01,PSUNOUSDM,878.6808,Sunflower Oil Price
2019-06-01,PSUNOUSDM,834.1529,Sunflower Oil Price
2019-07-01,PSUNOUSDM,828.552,Sunflower Oil Price
2019-08-01,PSUNOUSDM,834.2438,Sunflower Oil Price
2019-09-01,PSUNOUSDM,665.608,Sunflower Oil Price
2019-10-01,PSUNOUSDM,837.498,Sunflower Oil Price
2019-11-01,PSUNOUSDM,847.8011,Sunflower Oil Price
2019-12-01,PSUNOUSDM,803.6144,Sunflower Oil Price
2020-01-01,PSUNOUSDM,890.2057,Sunflower Oil Price
2020-02-01,PSUNOUSDM,838.1092,Sunflower Oil Price
2020-03-01,PSUNOUSDM,1016.3704,Sunflower Oil Price
2020-04-01,PSUNOUSDM,1033.3708,Sunflower Oil Price
2020-05-01,PSUNOUSDM,1060.5633,Sunflower Oil Price
2020-06-01,PSUNOUSDM,985.7963,Sunflower Oil Price
2020-07-01,PSUNOUSDM,890.9447,Sunflower Oil Price
2020-08-01,PSUNOUSDM,916.0606,Sunflower Oil Price
2020-09-01,PSUNOUSDM,911.1046,Sunflower Oil Price
2020-10-01,PSUNOUSDM,839.0695,Sunflower Oil Price
2020-11-01,PSUNOUSDM,980.3366,Sunflower Oil Price
2020-12-01,PSUNOUSDM,960.0471,Sunflower Oil Price
2021-01-01,PSUNOUSDM,761.1474,Sunflower Oil Price
2021-02-01,PSUNOUSDM,836.3829,Sunflower Oil Price
2021-03-01,PSUNOUSDM,864.7802,Sunflower Oil Price
2021-04-01,PSUNOUSDM,853.6441,Sunflower Oil Price
2021-05-01,PSUNOUSDM,900.0365,Sunflower Oil Price
2021-06-01,PSUNOUSDM,894.4529,Sunflower Oil Price
2021-07-01,PSUNOUSDM,839.3191,Sunflower Oil Price
2021-08-01,PSUNOUSDM,894.3522,Sunflower Oil Price
2021-09-01,PSUNOUSDM,846.9193,Sunflower Oil Price
2021-10-01,PSUNOUSDM,837.9,Sunflower Oil Price
2021-11-01,PSUNOUSDM,795.5593,Sunflower Oil Price
2021-12-01,PSUNOUSDM,834.6223,Sunflower Oil Price
2022-01-01,PSUNOUSDM,909.4315,Sunflower Oil Price
2022-02-01,PSUNOUSDM,1860.2232,Sunflower Oil Price
2022-03-01,PSUNOUSDM,1895.5849,Sunflower Oil Price
2022-04-01,PSUNOUSDM,1877.2997,Sunflower Oil Price
2022-05-01,PSUNOUSDM,1791.9157,Sunflower Oil Price
2022-06-01,PSUNOUSDM,1744.6813,Sunflower Oil Price
2022-07-01,PSUNOUSDM,1229.1899,Sunflower Oil Price
2022-08-01,PSUNOUSDM,1178.9695,Sunflower Oil Price
2022-09-01,PSUNOUSDM,1297.9881,Sunflower Oil Price
2022-10-01,PSUNOUSDM,1294.0911,Sunflower Oil Price
2022-11-01,PSUNOUSDM,1248.753,Sunflower Oil Price
2022-12-01,PSUNOUSDM,1367.3782,Sunflower Oil Price
2023-01-01,PSUNOUSDM,911.9762,Sunflower Oil Price
2023-02-01,PSUNOUSDM,982.1494,Sunflower Oil Price
2023-03-01,PSUNOUSDM,893.8745,Sunflower Oil Price
2023-04-01,PSUNOUSDM,988.1585,Sunflower Oil Price
2023-05-01,PSUNOUSDM,927.3093,Sunflower Oil Price
2023-06-01,PSUNOUSDM,953.7411,Sunflower Oil Price
2023-07-01,PSUNOUSDM,949.4283,Sunflower Oil Price
2023-08-01,PSUNOUSDM,950.8541,Sunflower Oil Price
2023-09-01,PSUNOUSDM,857.6953,Sunflower Oil Price
2023-10-01,PSUNOUSDM,965.3819,Sunflower Oil Price
2023-11-01,PSUNOUSDM,907.4644,Sunflower Oil Price
2023-12-01,PSUNOUSDM,1070.736,Sunflower Oil Price
2024-01-01,PSUNOUSDM,893.3221,Sunflower Oil Price
2024-02-01,PSUNOUSDM,1025.9185,Sunflower Oil Price
2024-03-01,PSUNOUSDM,976.0307,Sunflower Oil Price
2024-04-01,PSUNOUSDM,1004.2701,Sunflower Oil Price
2024-05-01,PSUNOUSDM,961.7308,Sunflower Oil Price
2024-06-01,PSUNOUSDM,886.2688,Sunflower Oil Price
2024-07-01,PSUNOUSDM,887.1795,Sunflower Oil Price
2024-08-01,PSUNOUSDM,952.2471,Sunflower Oil Price
2024-09-01,PSUNOUSDM,894.5513,Sunflower Oil Price
2024-10-01,PSUNOUSDM,873.5529,Sunflower Oil Price
2024-11-01,PSUNOUSDM,908.4999,Sunflower Oil Price
2024-12-01,PSUNOUSDM,934.9755,Sunflower Oil Price
2018-01-01,PALUMUSDM,2009.5802,Aluminum Price
2018-02-01,PALUMUSDM,2234.3972,Aluminum Price
2018-03-01,PALUMUSDM,1975.8838,Aluminum Price
2018-04-01,PALUMUSDM,2106.6982,Aluminum Price
2018-05-01,PALUMUSDM,2217.9823,Aluminum Price
2018-06-01,PALUMUSDM,2156.9564,Aluminum Price
2018-07-01,PALUMUSDM,1875.8605,Aluminum Price
2018-08-01,PALUMUSDM,1869.4814,Aluminum Price
2018-09-01,PALUMUSDM,2193.8253,Aluminum Price
2018-10-01,PALUMUSDM,2017.5174,Aluminum Price
2018-11-01,PALUMUSDM,2132.6108,Aluminum Price
2018-12-01,PALUMUSDM,1999.6158,Aluminum Price
2019-01-01,PALUMUSDM,2039.0252,Aluminum Price
