week_start_date,sku_id,demand_units,actual_lead_time_days,stockout_flag,disruption_event_id
2023-03-06,SKU-0001,144,16,False,
2023-03-13,SKU-0001,139,17,False,
2023-03-20,SKU-0001,138,15,False,
2023-03-27,SKU-0001,150,13,False,
2023-04-03,SKU-0001,129,13,False,
2023-04-10,SKU-0001,141,15,False,
2023-04-17,SKU-0001,129,15,False,
2023-04-24,SKU-0001,154,16,False,
2023-05-01,SKU-0001,140,13,False,
2023-05-08,SKU-0001,129,14,False,
2023-05-15,SKU-0001,138,13,False,
2023-05-22,SKU-0001,137,14,False,
2023-05-29,SKU-0001,145,13,False,
2023-06-05,SKU-0001,142,16,False,
2023-06-12,SKU-0001,121,14,False,
2023-06-19,SKU-0001,100,14,False,
2023-06-26,SKU-0001,104,12,False,
2023-07-03,SKU-0001,98,14,False,
2023-07-10,SKU-0001,104,14,False,
2023-07-17,SKU-0001,94,16,False,
2023-07-24,SKU-0001,94,14,False,
2023-07-31,SKU-0001,107,15,False,
2023-08-07,SKU-0001,91,17,False,
2023-08-14,SKU-0001,90,15,False,
2023-08-21,SKU-0001,89,13,False,
2023-08-28,SKU-0001,77,14,False,
2023-09-04,SKU-0001,79,15,False,
2023-09-11,SKU-0001,74,17,False,
2023-09-18,SKU-0001,75,17,False,
2023-09-25,SKU-0001,77,14,False,
2023-10-02,SKU-0001,95,18,False,EVT002
2023-10-09,SKU-0001,108,15,False,EVT002
2023-10-16,SKU-0001,89,14,False,EVT002
2023-10-23,SKU-0001,76,19,False,EVT002
2023-10-30,SKU-0001,82,18,False,EVT002
2023-11-06,SKU-0001,89,19,False,EVT002
2023-11-13,SKU-0001,82,17,False,EVT002
2023-11-20,SKU-0001,105,17,False,EVT002
2023-11-27,SKU-0001,95,19,False,EVT002
2023-12-04,SKU-0001,96,17,False,EVT002
2023-12-11,SKU-0001,98,22,False,EVT002
2023-12-18,SKU-0001,123,14,False,EVT002
2023-12-25,SKU-0001,114,19,True,EVT002
2024-01-01,SKU-0001,111,18,False,
2024-01-08,SKU-0001,102,13,False,
2024-01-15,SKU-0001,125,15,False,
2024-01-22,SKU-0001,114,17,False,
2024-01-29,SKU-0001,134,14,False,
2024-02-05,SKU-0001,119,16,False,
2024-02-12,SKU-0001,110,15,False,
2024-02-19,SKU-0001,135,13,False,
2024-02-26,SKU-0001,159,13,False,
2024-03-04,SKU-0001,145,15,False,
2024-03-11,SKU-0001,148,15,False,
2024-03-18,SKU-0001,135,14,False,
2024-03-25,SKU-0001,137,13,False,
2024-04-01,SKU-0001,131,13,False,
2024-04-08,SKU-0001,141,15,False,
2024-04-15,SKU-0001,141,16,False,
2024-04-22,SKU-0001,159,16,False,
2024-04-29,SKU-0001,114,15,False,
2024-05-06,SKU-0001,134,13,False,
2024-05-13,SKU-0001,170,16,False,EVT003
2024-05-20,SKU-0001,149,20,False,EVT003
2024-05-27,SKU-0001,134,21,False,EVT003
2024-06-03,SKU-0001,146,15,False,EVT003
2024-06-10,SKU-0001,160,23,False,EVT003
2024-06-17,SKU-0001,145,21,False,EVT003
2024-06-24,SKU-0001,104,18,False,EVT003
2024-07-01,SKU-0001,119,22,False,EVT003
2024-07-08,SKU-0001,118,16,False,EVT003
2024-07-15,SKU-0001,113,16,False,
2024-07-22,SKU-0001,94,14,False,
2024-07-29,SKU-0001,94,15,False,
2024-08-05,SKU-0001,83,15,False,
2024-08-12,SKU-0001,87,15,False,
2024-08-19,SKU-0001,90,14,False,
2024-08-26,SKU-0001,72,14,False,
2024-09-02,SKU-0001,82,14,False,
2024-09-09,SKU-0001,82,13,False,
2024-09-16,SKU-0001,62,11,False,
2024-09-23,SKU-0001,86,16,False,
2024-09-30,SKU-0001,70,13,False,
2024-10-07,SKU-0001,81,12,False,
2024-10-14,SKU-0001,69,13,False,
2024-10-21,SKU-0001,81,14,False,
2024-10-28,SKU-0001,73,17,False,
2024-11-04,SKU-0001,90,17,False,
2024-11-11,SKU-0001,83,14,False,
2024-11-18,SKU-0001,89,15,False,
2024-11-25,SKU-0001,88,15,False,
2024-12-02,SKU-0001,95,14,False,
2024-12-09,SKU-0001,93,17,False,
2024-12-16,SKU-0001,107,13,False,
2024-12-23,SKU-0001,103,15,False,
2022-01-03,SKU-0002,121,27,False,
2022-01-10,SKU-0002,121,33,False,
2022-01-17,SKU-0002,111,33,False,
2022-01-24,SKU-0002,124,32,False,
2022-01-31,SKU-0002,136,30,False,
2022-02-07,SKU-0002,120,30,False,
2022-02-14,SKU-0002,159,25,False,
2022-02-21,SKU-0002,161,48,True,EVT001
2022-02-28,SKU-0002,168,40,False,EVT001
2022-03-07,SKU-0002,181,43,False,EVT001
2022-03-14,SKU-0002,188,39,False,EVT001
2022-03-21,SKU-0002,162,39,False,EVT001
2022-03-28,SKU-0002,179,27,False,EVT001
2022-04-04,SKU-0002,157,40,False,EVT001
2022-04-11,SKU-0002,149,37,True,EVT001
2022-04-18,SKU-0002,166,32,False,EVT001
2022-04-25,SKU-0002,164,31,False,
2022-05-02,SKU-0002,136,32,False,
2022-05-09,SKU-0002,149,30,False,
2022-05-16,SKU-0002,136,31,False,
2022-05-23,SKU-0002,143,31,False,
2022-05-30,SKU-0002,139,34,False,
2022-06-06,SKU-0002,125,30,False,
2022-06-13,SKU-0002,134,33,False,
2022-06-20,SKU-0002,133,28,False,
2022-06-27,SKU-0002,111,29,False,
2022-07-04,SKU-0002,120,35,False,
2022-07-11,SKU-0002,114,28,False,
2022-07-18,SKU-0002,105,29,False,
2022-07-25,SKU-0002,94,34,False,
2022-08-01,SKU-0002,90,32,False,
2022-08-08,SKU-0002,91,28,False,
2022-08-15,SKU-0002,87,28,False,
2022-08-22,SKU-0002,79,38,False,
2022-08-29,SKU-0002,113,32,False,
2022-09-05,SKU-0002,84,35,False,
2022-09-12,SKU-0002,85,31,False,
2022-09-19,SKU-0002,87,34,False,
2022-09-26,SKU-0002,86,34,False,
2022-10-03,SKU-0002,109,35,True,
2022-10-10,SKU-0002,73,35,False,
2022-10-17,SKU-0002,88,37,False,
2022-10-24,SKU-0002,84,29,False,
2022-10-31,SKU-0002,91,32,False,
2022-11-07,SKU-0002,83,32,False,
2022-11-14,SKU-0002,113,31,False,
2022-11-21,SKU-0002,76,36,False,
2022-11-28,SKU-0002,87,26,False,
2022-12-05,SKU-0002,83,31,False,
2022-12-12,SKU-0002,105,32,False,
2022-12-19,SKU-0002,101,35,False,
2022-12-26,SKU-0002,97,35,False,
2023-01-02,SKU-0002,117,35,False,
2023-01-09,SKU-0002,119,34,False,
2023-01-16,SKU-0002,112,30,False,
2023-01-23,SKU-0002,141,26,False,
2023-01-30,SKU-0002,162,40,False,
2023-02-06,SKU-0002,115,29,False,
2023-02-13,SKU-0002,141,34,False,
2023-02-20,SKU-0002,147,27,False,
2023-02-27,SKU-0002,147,33,False,
2023-03-06,SKU-0002,141,36,False,
2023-03-13,SKU-0002,135,25,False,
2023-03-20,SKU-0002,123,34,False,
2023-03-27,SKU-0002,143,36,False,
2023-04-03,SKU-0002,146,30,False,
2023-04-10,SKU-0002,132,31,False,
2023-04-17,SKU-0002,143,33,False,
2023-04-24,SKU-0002,146,29,False,
2023-05-01,SKU-0002,143,31,False,
2023-05-08,SKU-0002,141,32,False,
2023-05-15,SKU-0002,127,33,False,
2023-05-22,SKU-0002,141,29,False,
2023-05-29,SKU-0002,121,30,False,
2023-06-05,SKU-0002,107,35,False,
2023-06-12,SKU-0002,122,32,False,
2023-06-19,SKU-0002,104,31,False,
2023-06-26,SKU-0002,106,34,False,
2023-07-03,SKU-0002,118,35,False,
2023-07-10,SKU-0002,110,33,False,
2023-07-17,SKU-0002,116,33,False,
2023-07-24,SKU-0002,100,29,False,
2023-07-31,SKU-0002,118,36,False,
2023-08-07,SKU-0002,79,31,False,
2023-08-14,SKU-0002,80,27,False,
2023-08-21,SKU-0002,92,36,False,
2023-08-28,SKU-0002,78,33,False,
2023-09-04,SKU-0002,93,35,False,
2023-09-11,SKU-0002,86,27,False,
2023-09-18,SKU-0002,83,37,False,
2023-09-25,SKU-0002,84,36,False,
2023-10-02,SKU-0002,88,46,False,EVT002
2023-10-09,SKU-0002,87,45,False,EVT002
2023-10-16,SKU-0002,95,44,True,EVT002
2023-10-23,SKU-0002,85,54,True,EVT002
2023-10-30,SKU-0002,86,46,False,EVT002
2023-11-06,SKU-0002,125,39,False,EVT002
2023-11-13,SKU-0002,135,48,True,EVT002
2023-11-20,SKU-0002,115,32,False,EVT002
2023-11-27,SKU-0002,118,44,False,EVT002
2023-12-04,SKU-0002,101,51,False,EVT002
2023-12-11,SKU-0002,106,52,False,EVT002
2023-12-18,SKU-0002,118,45,False,EVT002
2023-12-25,SKU-0002,125,49,False,EVT002
2024-01-01,SKU-0002,117,37,False,
2024-01-08,SKU-0002,125,35,False,
2024-01-15,SKU-0002,125,34,False,
2024-01-22,SKU-0002,133,34,False,
2024-01-29,SKU-0002,126,23,False,
2024-02-05,SKU-0002,138,30,False,
2024-02-12,SKU-0002,137,27,False,
2024-02-19,SKU-0002,151,33,False,
2024-02-26,SKU-0002,150,34,False,
2024-03-04,SKU-0002,145,34,False,
2024-03-11,SKU-0002,161,26,True,
2024-03-18,SKU-0002,141,32,False,
2024-03-25,SKU-0002,152,31,False,
2024-04-01,SKU-0002,154,27,False,
2024-04-08,SKU-0002,150,32,False,
2024-04-15,SKU-0002,152,35,False,
2024-04-22,SKU-0002,150,29,False,
2024-04-29,SKU-0002,138,29,False,
2024-05-06,SKU-0002,141,32,False,
2024-05-13,SKU-0002,159,47,False,EVT003
2024-05-20,SKU-0002,187,66,False,EVT003
2024-05-27,SKU-0002,156,40,False,EVT003
2024-06-03,SKU-0002,160,59,False,EVT003
2024-06-10,SKU-0002,162,50,False,EVT003
2024-06-17,SKU-0002,195,58,False,EVT003
2024-06-24,SKU-0002,135,58,False,EVT003
2024-07-01,SKU-0002,142,65,False,EVT003
2024-07-08,SKU-0002,137,48,False,EVT003
2024-07-15,SKU-0002,119,34,False,
2024-07-22,SKU-0002,83,36,False,
2024-07-29,SKU-0002,91,34,False,
2024-08-05,SKU-0002,107,34,False,
2024-08-12,SKU-0002,80,33,False,
2024-08-19,SKU-0002,89,33,False,
2024-08-26,SKU-0002,74,33,False,
2024-09-02,SKU-0002,106,32,False,
2024-09-09,SKU-0002,90,31,False,
2024-09-16,SKU-0002,70,33,False,
2024-09-23,SKU-0002,85,31,False,
2024-09-30,SKU-0002,86,32,False,
2024-10-07,SKU-0002,78,32,False,
2024-10-14,SKU-0002,88,35,False,
2024-10-21,SKU-0002,82,33,False,
2024-10-28,SKU-0002,95,34,False,
2024-11-04,SKU-0002,83,30,False,
2024-11-11,SKU-0002,102,33,False,
2024-11-18,SKU-0002,97,29,False,
2024-11-25,SKU-0002,89,29,False,
2024-12-02,SKU-0002,86,33,False,
2024-12-09,SKU-0002,98,32,False,
2024-12-16,SKU-0002,105,42,False,
2024-12-23,SKU-0002,92,39,False,
2022-01-03,SKU-0003,109,32,False,
2022-01-10,SKU-0003,108,32,False,
2022-01-17,SKU-0003,107,37,False,
2022-01-24,SKU-0003,153,33,True,
2022-01-31,SKU-0003,126,37,False,
2022-02-07,SKU-0003,102,40,False,
2022-02-14,SKU-0003,105,39,False,
2022-02-21,SKU-0003,138,43,False,EVT001
2022-02-28,SKU-0003,114,48,False,EVT001
2022-03-07,SKU-0003,140,53,True,EVT001
2022-03-14,SKU-0003,156,64,False,EVT001
2022-03-21,SKU-0003,152,53,False,EVT001
2022-03-28,SKU-0003,139,49,False,EVT001
2022-04-04,SKU-0003,138,42,False,EVT001
2022-04-11,SKU-0003,143,45,False,EVT001
2022-04-18,SKU-0003,144,47,False,EVT001
2022-04-25,SKU-0003,138,41,False,
2022-05-02,SKU-0003,111,43,False,
2022-05-09,SKU-0003,152,47,False,
2022-05-16,SKU-0003,110,41,False,
2022-05-23,SKU-0003,109,38,False,
2022-05-30,SKU-0003,113,34,False,
2022-06-06,SKU-0003,102,39,False,
2022-06-13,SKU-0003,121,35,False,
2022-06-20,SKU-0003,90,40,False,
2022-06-27,SKU-0003,77,37,False,
2022-07-04,SKU-0003,97,38,False,
2022-07-11,SKU-0003,104,38,False,
2022-07-18,SKU-0003,88,39,False,
2022-07-25,SKU-0003,105,43,False,
2022-08-01,SKU-0003,81,40,False,
2022-08-08,SKU-0003,79,43,False,
2022-08-15,SKU-0003,68,40,False,
2022-08-22,SKU-0003,72,45,False,
2022-08-29,SKU-0003,85,42,False,
2022-09-05,SKU-0003,82,44,False,
2022-09-12,SKU-0003,77,34,False,
2022-09-19,SKU-0003,74,36,False,
2022-09-26,SKU-0003,65,38,False,
2022-10-03,SKU-0003,59,40,False,
2022-10-10,SKU-0003,71,45,False,
2022-10-17,SKU-0003,66,36,False,
2022-10-24,SKU-0003,78,43,False,
2022-10-31,SKU-0003,54,33,False,
2022-11-07,SKU-0003,90,38,False,
2022-11-14,SKU-0003,101,30,False,
2022-11-21,SKU-0003,82,38,False,
2022-11-28,SKU-0003,79,37,False,
2022-12-05,SKU-0003,105,42,False,
2022-12-12,SKU-0003,86,45,False,
2022-12-19,SKU-0003,100,35,False,
2022-12-26,SKU-0003,86,33,False,
2023-01-02,SKU-0003,108,39,False,
2023-01-09,SKU-0003,129,42,False,
2023-01-16,SKU-0003,114,38,False,
2023-01-23,SKU-0003,96,42,False,
2023-01-30,SKU-0003,101,40,False,
2023-02-06,SKU-0003,125,39,False,
2023-02-13,SKU-0003,125,40,False,
2023-02-20,SKU-0003,107,40,False,
2023-02-27,SKU-0003,124,43,False,
2023-03-06,SKU-0003,141,41,False,
2023-03-13,SKU-0003,126,40,False,
2023-03-20,SKU-0003,130,36,False,
2023-03-27,SKU-0003,124,36,False,
2023-04-03,SKU-0003,136,39,False,
2023-04-10,SKU-0003,114,41,False,
2023-04-17,SKU-0003,131,37,False,
2023-04-24,SKU-0003,148,34,False,
2023-05-01,SKU-0003,115,44,False,
2023-05-08,SKU-0003,126,45,False,
2023-05-15,SKU-0003,112,46,False,
2023-05-22,SKU-0003,112,35,False,
2023-05-29,SKU-0003,117,30,False,
2023-06-05,SKU-0003,122,37,False,
2023-06-12,SKU-0003,114,28,False,
2023-06-19,SKU-0003,92,36,False,
2023-06-26,SKU-0003,94,35,False,
2023-07-03,SKU-0003,86,39,False,
2023-07-10,SKU-0003,108,36,False,
2023-07-17,SKU-0003,95,38,False,
2023-07-24,SKU-0003,84,35,False,
2023-07-31,SKU-0003,98,37,False,
2023-08-07,SKU-0003,77,34,False,
2023-08-14,SKU-0003,74,27,False,
2023-08-21,SKU-0003,59,39,False,
2023-08-28,SKU-0003,68,41,False,
2023-09-04,SKU-0003,75,38,False,
2023-09-11,SKU-0003,57,40,False,
2023-09-18,SKU-0003,73,44,False,
2023-09-25,SKU-0003,82,40,False,
2023-10-02,SKU-0003,92,58,False,EVT002
2023-10-09,SKU-0003,79,58,False,EVT002
2023-10-16,SKU-0003,96,53,False,EVT002
2023-10-23,SKU-0003,74,50,False,EVT002
2023-10-30,SKU-0003,91,63,True,EVT002
2023-11-06,SKU-0003,115,65,False,EVT002
2023-11-13,SKU-0003,122,70,False,EVT002
2023-11-20,SKU-0003,107,48,False,EVT002
2023-11-27,SKU-0003,105,62,False,EVT002
2023-12-04,SKU-0003,94,63,False,EVT002
2023-12-11,SKU-0003,105,55,False,EVT002
2023-12-18,SKU-0003,85,51,False,EVT002
2023-12-25,SKU-0003,116,55,False,EVT002
2024-01-01,SKU-0003,105,50,False,
2024-01-08,SKU-0003,104,45,False,
2024-01-15,SKU-0003,120,48,False,
2024-01-22,SKU-0003,107,38,False,
2024-01-29,SKU-0003,113,40,False,
2024-02-05,SKU-0003,114,41,False,
2024-02-12,SKU-0003,120,37,False,
2024-02-19,SKU-0003,136,37,False,
2024-02-26,SKU-0003,134,38,False,
2024-03-04,SKU-0003,114,38,False,
2024-03-11,SKU-0003,128,40,False,
2024-03-18,SKU-0003,128,40,False,
2024-03-25,SKU-0003,118,37,False,
2024-04-01,SKU-0003,140,48,False,
2024-04-08,SKU-0003,146,36,False,
2024-04-15,SKU-0003,128,43,False,
2024-04-22,SKU-0003,158,32,False,
2024-04-29,SKU-0003,113,35,False,
2024-05-06,SKU-0003,127,35,False,
2024-05-13,SKU-0003,149,53,False,EVT003
2024-05-20,SKU-0003,191,56,True,EVT003
2024-05-27,SKU-0003,123,58,False,EVT003
2024-06-03,SKU-0003,149,73,False,EVT003
2024-06-10,SKU-0003,138,63,False,EVT003
2024-06-17,SKU-0003,145,77,False,EVT003
2024-06-24,SKU-0003,147,52,False,EVT003
2024-07-01,SKU-0003,144,54,False,EVT003
2024-07-08,SKU-0003,118,63,False,EVT003
2024-07-15,SKU-0003,105,53,False,
2024-07-22,SKU-0003,102,38,False,
2024-07-29,SKU-0003,85,47,False,
2024-08-05,SKU-0003,106,43,False,
2024-08-12,SKU-0003,79,38,False,
2024-08-19,SKU-0003,82,38,False,
2024-08-26,SKU-0003,70,36,False,
2024-09-02,SKU-0003,65,38,False,
2024-09-09,SKU-0003,65,40,False,
2024-09-16,SKU-0003,73,37,False,
2024-09-23,SKU-0003,76,39,False,
2024-09-30,SKU-0003,69,43,False,
2024-10-07,SKU-0003,59,33,False,
2024-10-14,SKU-0003,63,35,False,
2024-10-21,SKU-0003,69,41,False,
2024-10-28,SKU-0003,82,38,False,
2024-11-04,SKU-0003,75,37,False,
2024-11-11,SKU-0003,88,34,False,
2024-11-18,SKU-0003,85,43,False,
2024-11-25,SKU-0003,78,36,False,
2024-12-02,SKU-0003,80,43,False,
2024-12-09,SKU-0003,81,41,False,
2024-12-16,SKU-0003,100,39,False,
2024-12-23,SKU-0003,96,42,False,
2022-01-03,SKU-0004,126,28,False,
2022-01-10,SKU-0004,126,34,False,
2022-01-17,SKU-0004,130,32,False,
2022-01-24,SKU-0004,146,36,False,
2022-01-31,SKU-0004,144,41,False,
2022-02-07,SKU-0004,144,38,False,
2022-02-14,SKU-0004,126,36,False,
2022-02-21,SKU-0004,172,34,False,EVT001
2022-02-28,SKU-0004,196,41,False,EVT001
2022-03-07,SKU-0004,175,41,False,EVT001
2022-03-14,SKU-0004,162,48,False,EVT001
2022-03-21,SKU-0004,160,42,False,EVT001
2022-03-28,SKU-0004,175,51,True,EVT001
2022-04-04,SKU-0004,190,47,False,EVT001
2022-04-11,SKU-0004,176,50,True,EVT001
2022-04-18,SKU-0004,177,45,False,EVT001
2022-04-25,SKU-0004,157,38,False,
2022-05-02,SKU-0004,149,38,False,
2022-05-09,SKU-0004,160,34,False,
2022-05-16,SKU-0004,165,35,False,
2022-05-23,SKU-0004,145,39,False,
2022-05-30,SKU-0004,140,36,False,
2022-06-06,SKU-0004,130,34,False,
2022-06-13,SKU-0004,136,39,False,
2022-06-20,SKU-0004,133,33,False,
2022-06-27,SKU-0004,136,33,True,
2022-07-04,SKU-0004,124,30,False,
2022-07-11,SKU-0004,110,30,False,
2022-07-18,SKU-0004,117,37,False,
2022-07-25,SKU-0004,104,39,False,
2022-08-01,SKU-0004,110,35,False,
2022-08-08,SKU-0004,86,36,False,
2022-08-15,SKU-0004,101,37,False,
2022-08-22,SKU-0004,102,36,False,
2022-08-29,SKU-0004,96,30,False,
2022-09-05,SKU-0004,79,36,False,
2022-09-12,SKU-0004,103,36,False,
2022-09-19,SKU-0004,102,32,False,
2022-09-26,SKU-0004,78,37,False,
2022-10-03,SKU-0004,80,40,False,
2022-10-10,SKU-0004,80,29,False,
2022-10-17,SKU-0004,80,36,False,
2022-10-24,SKU-0004,92,37,False,
2022-10-31,SKU-0004,84,34,False,
2022-11-07,SKU-0004,77,34,False,
2022-11-14,SKU-0004,82,31,False,
2022-11-21,SKU-0004,88,33,False,
2022-11-28,SKU-0004,102,38,False,
2022-12-05,SKU-0004,109,34,False,
2022-12-12,SKU-0004,111,33,False,
2022-12-19,SKU-0004,101,37,False,
2022-12-26,SKU-0004,114,32,False,
2023-01-02,SKU-0004,120,36,False,
2023-01-09,SKU-0004,105,37,False,
2023-01-16,SKU-0004,135,38,False,
2023-01-23,SKU-0004,131,31,False,
2023-01-30,SKU-0004,151,31,False,
2023-02-06,SKU-0004,125,41,False,
2023-02-13,SKU-0004,138,37,False,
2023-02-20,SKU-0004,170,30,False,
2023-02-27,SKU-0004,186,32,False,
2023-03-06,SKU-0004,167,33,False,
2023-03-13,SKU-0004,161,33,False,
2023-03-20,SKU-0004,131,37,False,
2023-03-27,SKU-0004,181,34,False,
2023-04-03,SKU-0004,167,39,False,
2023-04-10,SKU-0004,163,36,False,
2023-04-17,SKU-0004,157,27,False,
2023-04-24,SKU-0004,168,34,False,
2023-05-01,SKU-0004,159,38,False,
2023-05-08,SKU-0004,133,33,False,
2023-05-15,SKU-0004,158,36,False,
2023-05-22,SKU-0004,143,35,False,
2023-05-29,SKU-0004,143,33,False,
2023-06-05,SKU-0004,147,31,False,
2023-06-12,SKU-0004,138,37,False,
2023-06-19,SKU-0004,135,29,False,
2023-06-26,SKU-0004,132,33,False,
2023-07-03,SKU-0004,111,27,False,
2023-07-10,SKU-0004,136,25,False,
2023-07-17,SKU-0004,120,30,False,
2023-07-24,SKU-0004,101,34,False,
2023-07-31,SKU-0004,129,37,False,
2023-08-07,SKU-0004,97,42,False,
2023-08-14,SKU-0004,96,33,False,
2023-08-21,SKU-0004,112,33,False,
2023-08-28,SKU-0004,92,37,False,
2023-09-04,SKU-0004,116,29,False,
2023-09-11,SKU-0004,80,37,False,
2023-09-18,SKU-0004,100,38,False,
2023-09-25,SKU-0004,83,31,False,
2023-10-02,SKU-0004,91,54,False,EVT002
2023-10-09,SKU-0004,131,54,False,EVT002
2023-10-16,SKU-0004,107,57,False,EVT002
2023-10-23,SKU-0004,121,56,False,EVT002
2023-10-30,SKU-0004,127,49,False,EVT002
2023-11-06,SKU-0004,99,68,False,EVT002
2023-11-13,SKU-0004,87,54,False,EVT002
2023-11-20,SKU-0004,126,53,True,EVT002
2023-11-27,SKU-0004,130,53,True,EVT002
2023-12-04,SKU-0004,141,52,False,EVT002
2023-12-11,SKU-0004,114,56,False,EVT002
2023-12-18,SKU-0004,130,54,False,EVT002
2023-12-25,SKU-0004,129,45,True,EVT002
2024-01-01,SKU-0004,129,32,False,
2024-01-08,SKU-0004,117,43,False,
2024-01-15,SKU-0004,138,33,False,
2024-01-22,SKU-0004,122,37,False,
2024-01-29,SKU-0004,122,38,False,
2024-02-05,SKU-0004,139,35,False,
2024-02-12,SKU-0004,145,35,False,
2024-02-19,SKU-0004,143,36,False,
2024-02-26,SKU-0004,142,27,False,
2024-03-04,SKU-0004,147,34,False,
2024-03-11,SKU-0004,149,36,False,
2024-03-18,SKU-0004,152,28,False,
2024-03-25,SKU-0004,154,34,False,
2024-04-01,SKU-0004,147,29,False,
2024-04-08,SKU-0004,155,37,False,
2024-04-15,SKU-0004,167,28,False,
2024-04-22,SKU-0004,144,39,False,
2024-04-29,SKU-0004,174,31,False,
2024-05-06,SKU-0004,152,34,False,
2024-05-13,SKU-0004,196,59,False,EVT003
2024-05-20,SKU-0004,171,61,True,EVT003
2024-05-27,SKU-0004,172,63,True,EVT003
2024-06-03,SKU-0004,170,63,True,EVT003
2024-06-10,SKU-0004,192,55,False,EVT003
2024-06-17,SKU-0004,163,59,False,EVT003
2024-06-24,SKU-0004,163,75,False,EVT003
2024-07-01,SKU-0004,152,55,True,EVT003
2024-07-08,SKU-0004,125,48,False,EVT003
2024-07-15,SKU-0004,114,33,False,
2024-07-22,SKU-0004,103,38,False,
2024-07-29,SKU-0004,114,41,False,
2024-08-05,SKU-0004,121,41,False,
2024-08-12,SKU-0004,90,33,False,
2024-08-19,SKU-0004,99,40,False,
2024-08-26,SKU-0004,85,33,False,
2024-09-02,SKU-0004,77,34,False,
2024-09-09,SKU-0004,96,33,False,
2024-09-16,SKU-0004,75,31,False,
2024-09-23,SKU-0004,76,35,False,
2024-09-30,SKU-0004,82,32,False,
2024-10-07,SKU-0004,87,38,False,
2024-10-14,SKU-0004,91,33,False,
2024-10-21,SKU-0004,104,40,False,
2024-10-28,SKU-0004,92,36,False,
2024-11-04,SKU-0004,98,30,False,
2024-11-11,SKU-0004,96,34,False,
2024-11-18,SKU-0004,109,35,False,
2024-11-25,SKU-0004,86,39,False,
2024-12-02,SKU-0004,100,35,False,
2024-12-09,SKU-0004,114,32,False,
2024-12-16,SKU-0004,126,35,False,
2024-12-23,SKU-0004,125,39,False,
2022-01-03,SKU-0005,104,77,False,
2022-01-10,SKU-0005,115,67,False,
2022-01-17,SKU-0005,133,75,False,
2022-01-24,SKU-0005,127,66,False,
2022-01-31,SKU-0005,129,79,False,
2022-02-07,SKU-0005,149,84,False,
2022-02-14,SKU-0005,148,72,False,
2022-02-21,SKU-0005,168,80,False,EVT001
2022-02-28,SKU-0005,167,82,False,EVT001
2022-03-07,SKU-0005,167,80,False,EVT001
2022-03-14,SKU-0005,162,97,False,EVT001
2022-03-21,SKU-0005,141,93,False,EVT001
2022-03-28,SKU-0005,176,98,True,EVT001
